id,complexity,n_classes,n_functions,loc,lloc,sloc,comments,multilines,blank_lines,h1,h2,N1,N2,h,N,calculated_N,volume,difficulty,effort,bugs,time,imports,assignments,assignments_unique,kwds,kwds_unique,lt_numbers,lt_strings,lt_booleans,lgc_op,lgc_op_unique,and_op,or_op,not_op,arithmetic_op,arithmetic_op_unique,add_op,minus_op,mult_op,div_op,mod_op,power_op,div_floor_op,cmp_op,cmp_op_unique,equal_op,not_eq_op,lt_op,gt_op,less_op,greater_op,bitwise_op,bitwise_op_unique,bitwise_and,bitwise_or,bitwise_xor,bitwise_not,lshift_op,rshift_op,identity_op,membership_op,conditionals,ifs,elifs,elses,loops,whiles,fors,breaks,continues,builtin_f,builtin_f_unique,type_f,type_f_unique,lambdas,lpar,lsqb,lbrace,commas,colons,dots,prints,inputs,len,uident,uident_unique,uident_mean,uident_per_line,uident_chars,modulo,has_comments,has_operators,has_operands,has_imports,has_kwds,has_numbers,has_strs,has_bools,has_lgc_op,has_arth_op,has_cmp_op,has_conditionals,has_ifs,has_elifs,has_elses,has_loops,has_fors,has_whiles,has_add_sub,has_mult_div,has_blocks,adj_arg_ovl,adj_stem_ovl,arg_ovl,stem_ovl,adjacent_refs,anaphoric_refs,words_before_main_verb,add_neg_conn_ratio,add_pos_conn_ratio,and_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,conn_ratio,if_ratio,log_neg_conn_ratio,log_pos_conn_ratio,logic_operators,negation_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,mean_noun_phrase,ttr,cw_freq,min_cw_freq,adjective_ratio,adverbs,content_words,function_words,personal_pronouns,pronoun_ratio,verbs,adjectives_ambiguity,adverbs_ambiguity,hypernyms_verbs,nouns_ambiguity,verbs_ambiguity,paragraphs,sentences,sentences_per_paragraph,syllables_per_content_word,words,words_per_sentence,flesch,tentativas,media_submissoes,media_tempo_foco,taxa_acerto,classificacao_inep,classificacao_ter,classificacao_bin
1020,1.0,0.0,0.0,8.0,7.0,7.0,0.0,0.0,1.0,3.0,8.0,4.0,8.0,11.0,12.0,28.754887502163466,41.51317942364757,1.5,62.269769135471364,0.013837726474549191,3.4594316186372978,0.0,6.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,12.0,6.0,1.7142857142857142,1.3333333333333333,3.0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0.66667,0.61905,0.7619,0.0,0.0,0.71429,0.0,0.02326,0.01163,0.0,0.03488,0.04651,0.0,0.0,0.03488,0.01163,0.0,0.0,0.0,4.2381,0.63953,215242.44,6970.57143,0.0814,0.0,0.5814,0.4186,0.0,0.05814,0.10465,1.66667,0.0,1.0,3.5625,5.0,1.0,7.0,7.0,2.74,86.0,12.28571,59.29523,22,6.136363636363637,717.6219090909091,0.82,Fácil,Fácil,Fácil
1027,1.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,7.0,4.0,8.0,9.0,12.0,21.651484454403228,38.039100017307746,1.1428571428571428,43.47325716263743,0.012679700005769252,2.4151809534798567,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,1.75,1.0,9.0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.5,1.0,0.5,1.1,0.0,0.0,1.0,0.0,0.04,0.013330000000000002,0.0,0.04,0.05333,0.0,0.0,0.04,0.013330000000000002,0.0,0.0,0.0,5.03333,0.66667,278398.34091,1298.8,0.04,0.0,0.58667,0.41333,0.0,0.08,0.22667,1.33333,0.0,1.0,5.4,8.55556,1.0,5.0,5.0,2.63636,75.0,15.0,57.642,58,5.327586206896552,865.245172413793,0.86,Fácil,Fácil,Fácil
1028,1.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,7.0,4.0,8.0,9.0,12.0,21.651484454403228,38.039100017307746,1.1428571428571428,43.47325716263743,0.012679700005769252,2.4151809534798567,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,1.75,1.0,7.5,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.75,1.0,0.7,0.9,0.0,0.0,1.0,0.013330000000000002,0.04,0.013330000000000002,0.0,0.04,0.06667000000000001,0.0,0.013330000000000002,0.04,0.013330000000000002,0.0,0.0,0.0,4.96667,0.68,178504.88889,2410.0,0.02667,0.013330000000000002,0.6,0.4,0.0,0.05333,0.18667,6.0,11.0,1.14286,5.0434800000000015,7.0,1.0,5.0,5.0,2.57778,75.0,15.0,57.642,60,6.7,1034.0300166666668,0.77,Fácil,Fácil,Fácil
1029,1.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,7.0,4.0,8.0,9.0,12.0,21.651484454403228,38.039100017307746,1.1428571428571428,43.47325716263743,0.012679700005769252,2.4151809534798567,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,1.75,1.0,9.0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.75,1.0,0.5,0.7,0.0,0.0,0.8,0.01316,0.02632,0.01316,0.0,0.02632,0.05263,0.0,0.01316,0.02632,0.01316,0.0,0.0,0.0,4.76667,0.7368399999999999,180270.2,2432.2,0.01316,0.01316,0.59211,0.40789,0.0,0.07895,0.21053,0.0,11.0,0.875,4.3913,8.9,1.0,5.0,5.0,2.66667,76.0,15.2,54.18858,69,3.9565217391304346,981.8155507246377,0.7,Fácil,Fácil,Fácil
1030,1.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,7.0,4.0,8.0,9.0,12.0,21.651484454403228,38.039100017307746,1.1428571428571428,43.47325716263743,0.012679700005769252,2.4151809534798567,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,1.75,1.0,8.0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0.75,0.4,0.6,0.0,0.0,1.0,0.01449,0.02899,0.01449,0.0,0.02899,0.057970000000000015,0.0,0.01449,0.02899,0.01449,0.0,0.0,0.0,5.9,0.75362,191370.97619,2390.6,0.057970000000000015,0.01449,0.6087,0.3913,0.0,0.07246,0.18841,0.75,11.0,1.07692,4.55,8.9,1.0,5.0,5.0,2.7381,69.0,13.8,49.68887,62,6.17741935483871,857.9349516129033,0.76,Fácil,Fácil,Fácil
1031,1.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,7.0,4.0,8.0,9.0,12.0,21.651484454403228,38.039100017307746,1.1428571428571428,43.47325716263743,0.012679700005769252,2.4151809534798567,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,1.75,1.0,11.5,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.0,1.6,0.33333,0.8,0.0,0.0,1.16667,0.01235,0.04938,0.03704,0.0,0.02469,0.07407000000000001,0.0,0.01235,0.02469,0.03704,0.0,0.0,0.0,5.72222,0.65432,329719.26531,1759.1666699999996,0.03704,0.01235,0.6049399999999999,0.39506,0.0,0.03704,0.18519,1.0,11.0,0.86667,3.74074,8.91667,1.0,6.0,6.0,2.69388,81.0,13.5,58.62139000000001,50,6.2,829.38856,0.72,Fácil,Fácil,Fácil
1032,1.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,2.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.266194298518442,1.2,30.319433158222125,0.008422064766172813,1.6844129532345624,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.6666666666666667,0.8333333333333334,8.0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.4,1.6,1.0,1.4,0.4,0.4,1.33333,0.01149,0.01149,0.0,0.0,0.034480000000000004,0.057470000000000014,0.0,0.01149,0.04598,0.0,0.0,0.0,0.0,5.0,0.72414,344345.84314,609.3333299999998,0.04598,0.02299,0.58621,0.41379,0.01149,0.04598,0.18391,2.0,8.0,0.6875,4.96,9.08333,1.0,6.0,6.0,2.86275,87.0,14.5,46.44164,66,4.893939393939394,706.5952575757577,0.77,Fácil,Fácil,Fácil
1033,1.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,3.0,11.0,7.0,14.0,14.0,21.0,42.808635307173745,79.95445336320968,1.9090909090909087,152.64032005703666,0.026651484454403226,8.480017780946481,0.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,5.0,2.1666666666666665,1.8571428571428568,3.0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.5,1.5,0.4,1.3,0.0,0.0,1.0,0.01266,0.02532,0.01266,0.0,0.02532,0.05063,0.0,0.01266,0.02532,0.01266,0.0,0.0,0.0,7.86667,0.78481,247553.85714,2170.4,0.03797,0.01266,0.62025,0.37975,0.0,0.06329,0.21519,1.33333,11.0,1.0,3.95652,7.090910000000001,1.0,5.0,5.0,2.7551,79.0,15.8,46.46382,31,7.032258064516129,990.1021935483869,0.74,Fácil,Fácil,Fácil
1034,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326935,1.0,15.509775004326935,0.005169925001442312,0.861654166907052,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.3333333333333333,1.0,8.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.75,2.5,1.3,2.3,0.0,0.0,1.4,0.0,0.02703,0.01351,0.0,0.01351,0.04054,0.0,0.0,0.01351,0.01351,0.0,0.0,0.01351,5.35,0.6351399999999999,209926.75,51.2,0.02703,0.0,0.59459,0.40541,0.0,0.04054,0.21622,0.0,0.0,0.8125,2.54545,6.9230800000000015,1.0,5.0,5.0,2.68182,74.0,14.8,57.75354,28,4.142857142857143,743.6955357142858,0.86,Fácil,Fácil,Fácil
1035,1.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326935,1.0,15.509775004326935,0.005169925001442312,0.861654166907052,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,1.5,0.8571428571428571,15.333333333333336,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.0,1.0,0.9,1.2,0.0,0.0,1.4,0.0,0.02703,0.01351,0.0,0.01351,0.04054,0.0,0.0,0.01351,0.01351,0.0,0.0,0.01351,5.45,0.64865,205745.90909,51.2,0.02703,0.0,0.59459,0.40541,0.0,0.04054,0.21622,0.0,0.0,0.8125,3.2941199999999995,6.9230800000000015,1.0,5.0,5.0,2.63636,74.0,14.8,60.04003,32,2.78125,514.6571250000001,0.78,Fácil,Fácil,Fácil
